Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
40.600,66.8258,16,-0.4566,0.1697,-0.0037,-3.3895,-13.9639,588.6970,0.0085,0.1500,76.1651,50.52004465,-104.49377850,26.4,33.4,0.07,-0.29,-1.08,-3.1,1.7,-5.8,4.0,7932
40.650,67.1673,16,-0.5395,0.1348,0.0100,-4.2071,-16.4306,588.7039,0.0085,0.1505,65.0615,50.52005300,-104.49377972,26.4,33.3,0.06,-0.29,-1.07,-5.7,1.6,-6.7,4.0,8010
40.700,67.0983,16,-0.6495,0.0897,0.0063,-5.6260,-19.7230,588.7044,0.0085,0.1530,54.1450,50.52006120,-104.49378177,26.4,33.3,0.06,-0.31,-1.06,-9.8,1.5,-8.7,4.0,8024
40.750,67.0294,16,-0.7595,0.0445,0.0027,-7.0449,-23.0155,588.7048,0.0085,0.1555,46.3517,50.52006939,-104.49378382,26.4,33.3,0.05,-0.35,-1.06,-15.1,1.6,-11.9,4.0,8001
40.800,66.9605,16,-0.8695,-0.0006,-0.0010,-8.4638,-26.3079,588.7053,0.0085,0.1580,40.5091,50.52007759,-104.49378588,26.4,33.3,0.03,-0.41,-1.06,-21.4,1.9,-16.3,4.0,7253
40.850,66.8076,16,-0.9816,-0.0443,-0.0057,-9.9389,-29.6837,588.7047,0.0085,0.1600,35.8202,50.52008572,-104.49378815,26.4,33.3,-0.02,-0.53,-1.08,-30.9,2.6,-24.3,4.0,7861
40.900,66.3193,16,-1.1023,-0.0821,-0.0149,-11.6394,-33.3933,588.7001,0.0085,0.1600,31.6083,50.52009362,-104.49379129,26.4,33.2,-0.05,-0.63,-1.10,-33.8,3.4,-28.7,4.0,7961
40.950,65.8959,16,-1.2087,-0.1131,-0.0218,-13.4092,-36.6935,588.6954,0.0085,0.1600,28.5818,50.52010149,-104.49379460,26.4,33.1,-0.08,-0.74,-1.12,-34.0,4.3,-32.2,4.0,7846
41.000,65.7325,16,-1.2582,-0.1176,-0.0195,-15.4562,-38.3561,588.6903,0.0084,0.1600,27.2751,50.52010925,-104.49379865,26.4,33.0,-0.11,-0.85,-1.14,-31.1,5.3,-34.4,4.0,7797
41.050,65.5561,16,-1.3003,-0.1171,-0.0184,-17.5061,-39.7983,588.6863,0.0084,0.1610,26.2161,50.52011694,-104.49380287,26.4,32.9,-0.13,-0.96,-1.16,-25.7,6.0,-35.1,4.0,7801
41.100,65.3282,16,-1.3127,-0.0968,-0.0214,-19.5672,-40.3590,588.6862,0.0084,0.1660,25.7620,50.52012436,-104.49380781,26.4,32.9,-0.13,-1.05,-1.16,-17.6,6.4,-33.9,4.0,7732
41.150,65.1406,16,-1.3181,-0.0735,-0.0245,-21.6437,-40.6958,588.6858,0.0084,0.1710,25.4755,50.52013175,-104.49381294,26.4,32.8,-0.13,-1.14,-1.16,-7.8,6.2,-31.3,4.0,7723
41.200,65.1146,16,-1.2956,-0.0385,-0.0272,-23.7821,-40.1368,588.6844,0.0085,0.1760,25.8199,50.52013897,-104.49381877,26.4,32.8,-0.13,-1.20,-1.14,0.5,5.6,-28.2,4.0,7721
41.250,65.0574,16,-1.2760,-0.0063,-0.0285,-25.8163,-39.6505,588.6831,0.0085,0.1800,26.1137,50.52014614,-104.49382470,26.4,32.7,-0.12,-1.26,-1.12,4.2,4.7,-26.0,4.0,7715
41.300,64.8758,16,-1.2678,0.0146,-0.0245,-27.4336,-39.4545,588.6819,0.0085,0.1800,26.1701,50.52015308,-104.49383102,26.4,32.6,-0.10,-1.29,-1.10,1.4,3.8,-25.5,4.0,7730
41.350,64.7597,16,-1.2523,0.0325,-0.0207,-29.0971,-39.0206,588.6810,0.0085,0.1800,26.4138,50.52015998,-104.49383751,26.4,32.6,-0.07,-1.30,-1.08,-6.3,3.1,-26.5,4.0,7740
41.400,64.9060,16,-1.2075,0.0383,-0.0175,-30.9454,-37.6348,588.6808,0.0085,0.1800,27.4483,50.52016669,-104.49384464,26.4,32.6,-0.05,-1.28,-1.08,-15.0,2.6,-27.8,4.0,7758
41.450,65.0096,16,-1.1701,0.0381,-0.0163,-32.8531,-36.4759,588.6804,0.0085,0.1780,28.3656,50.52017333,-104.49385191,26.4,32.7,-0.04,-1.25,-1.09,-21.5,2.4,-28.9,4.0,7708
41.500,64.9427,16,-1.1622,0.0138,-0.0229,-34.9986,-36.2244,588.6790,0.0085,0.1680,28.5331,50.52017964,-104.49385979,26.4,32.7,-0.03,-1.23,-1.10,-26.2,2.6,-30.0,4.0,7719
41.550,64.8526,16,-1.1605,-0.0101,-0.0286,-37.0214,-36.1738,588.6766,0.0085,0.1600,28.5334,50.52018588,-104.49386775,26.5,32.8,-0.04,-1.20,-1.12,-31.7,3.1,-32.1,4.0,7738
41.600,64.6700,16,-1.1832,-0.0325,-0.0309,-38.5532,-36.9273,588.6707,0.0085,0.1600,27.8725,50.52019188,-104.49387605,26.5,32.8,-0.04,-1.17,-1.14,-39.2,4.0,-35.6,4.0,7650
41.650,64.4661,16,-1.2098,-0.0580,-0.0366,-40.1914,-37.8114,588.6639,0.0085,0.1610,27.1350,50.52019777,-104.49388447,26.5,32.9,-0.04,-1.13,-1.16,-44.7,5.0,-38.7,4.0,7736
41.700,64.1769,16,-1.2516,-0.0956,-0.0554,-42.2550,-39.2181,588.6535,0.0085,0.1660,26.0443,50.52020318,-104.49389340,26.5,32.9,-0.05,-1.10,-1.20,-45.7,6.1,-40.4,4.0,7589
41.750,63.8767,16,-1.2925,-0.1295,-0.0724,-44.3663,-40.6171,588.6446,0.0085,0.1690,25.0296,50.52020848,-104.49390246,26.5,32.9,-0.05,-1.08,-1.22,-41.5,7.2,-40.3,3.9,7592
41.800,63.5319,16,-1.3295,-0.1483,-0.0818,-46.6688,-41.9853,588.6414,0.0085,0.1640,24.0832,50.52021333,-104.49391207,26.5,32.9,-0.05,-1.08,-1.24,-35.5,8.1,-39.5,3.9,7558
41.850,63.0979,16,-1.3630,-0.1710,-0.0858,-48.9814,-43.2526,588.6391,0.0085,0.1570,23.2179,50.52021803,-104.49392173,26.5,32.9,-0.06,-1.11,-1.24,-30.2,8.6,-38.7,3.9,7564
41.900,62.3073,16,-1.3818,-0.2086,-0.0678,-51.3346,-44.1165,588.6406,0.0085,0.1420,22.4781,50.52022218,-104.49393162,26.5,32.9,-0.08,-1.14,-1.24,-26.7,9.1,-38.4,3.9,7494
41.950,61.6529,16,-1.4022,-0.2370,-0.0613,-53.6400,-45.0585,588.6370,0.0085,0.1300,21.7770,50.52022627,-104.49394161,26.5,32.9,-0.11,-1.17,-1.24,-25.3,10.0,-38.9,3.9,7405
42.000,61.5433,16,-1.4291,-0.2278,-0.1006,-55.7546,-46.3132,588.6132,0.0085,0.1300,21.1493,50.52023006,-104.49395203,26.5,32.9,-0.13,-1.21,-1.26,-25.7,11.1,-39.6,3.9,7306
42.050,61.3476,16,-1.4513,-0.2137,-0.1423,-57.9156,-47.4145,588.5908,0.0085,0.1300,20.5923,50.52023371,-104.49396249,26.5,32.9,-0.14,-1.22,-1.28,-26.1,11.8,-39.5,3.9,7354
42.100,60.8075,16,-1.4544,-0.1798,-0.1936,-60.2625,-47.9023,588.5740,0.0086,0.1300,20.2032,50.52023679,-104.49397310,26.5,32.9,-0.14,-1.23,-1.30,-23.3,12.0,-37.6,3.9,7291
42.150,60.2551,16,-1.4491,-0.1485,-0.2309,-62.7029,-48.0897,588.5598,0.0086,0.1300,19.9417,50.52023973,-104.49398380,26.5,32.9,-0.12,-1.23,-1.31,-17.5,11.5,-34.2,3.9,7463
42.200,59.6531,16,-1.4100,-0.1280,-0.2124,-65.5177,-47.0757,588.5562,0.0086,0.1300,20.1677,50.52024211,-104.49399481,26.5,32.8,-0.12,-1.25,-1.31,-11.2,10.3,-30.3,3.9,7465
42.250,59.2023,16,-1.3812,-0.1056,-0.1963,-68.1437,-46.3978,588.5541,0.0086,0.1300,20.3077,50.52024442,-104.49400588,26.5,32.8,-0.11,-1.26,-1.30,-10.1,9.4,-29.0,3.9,7433
42.300,59.3565,16,-1.3941,-0.0763,-0.1900,-70.0151,-47.0645,588.5583,0.0086,0.1300,20.0722,50.52024649,-104.49401715,26.5,32.8,-0.11,-1.27,-1.31,-14.6,8.9,-30.5,3.9,7586
42.350,59.4942,16,-1.4072,-0.0507,-0.1812,-71.9466,-47.7259,588.5630,0.0086,0.1290,19.8399,50.52024844,-104.49402850,26.5,32.9,-0.10,-1.26,-1.33,-21.8,9.0,-33.8,3.9,7475
42.400,59.5655,16,-1.4213,-0.0401,-0.1625,-74.1191,-48.3659,588.5696,0.0086,0.1240,19.6009,50.52024985,-104.49404014,26.5,33.0,-0.09,-1.24,-1.37,-28.0,9.8,-37.3,3.9,7563
42.450,59.5249,16,-1.4336,-0.0333,-0.1470,-76.4997,-48.9394,588.5760,0.0086,0.1230,19.3580,50.52025108,-104.49405178,26.5,33.3,-0.08,-1.21,-1.42,-29.6,10.8,-39.4,3.9,7501
42.500,59.0365,16,-1.4386,-0.0417,-0.1437,-79.7122,-49.2471,588.5818,0.0086,0.1380,19.0792,50.52025158,-104.49406343,26.5,33.5,-0.06,-1.20,-1.45,-22.1,11.8,-38.7,4.0,7402
42.550,58.5933,16,-1.4351,-0.0478,-0.1370,-82.7514,-49.2658,588.5892,0.0086,0.1500,18.9288,50.52025200,-104.49407504,26.5,33.6,-0.05,-1.20,-1.46,-7.5,12.3,-35.3,4.0,7560
42.600,58.3314,16,-1.3974,-0.0448,-0.1171,-85.0969,-48.1290,588.6034,0.0086,0.1500,19.2893,50.52025205,-104.49408653,26.5,33.7,-0.04,-1.24,-1.43,9.8,11.6,-30.5,4.0,7486
42.650,58.0563,16,-1.3686,-0.0469,-0.0935,-87.3859,-47.2910,588.6163,0.0086,0.1520,19.5385,50.52025200,-104.49409801,26.5,33.8,-0.04,-1.29,-1.37,24.8,10.1,-26.3,4.0,7411
42.700,57.7285,16,-1.3748,-0.0691,-0.0551,-89.4490,-47.6484,588.6243,0.0086,0.1620,19.2825,50.52025149,-104.49410941,26.5,33.9,-0.05,-1.36,-1.28,32.5,8.0,-24.6,4.0,7495
42.750,57.4975,16,-1.3841,-0.0833,-0.0190,-91.5555,-48.1288,588.6313,0.0086,0.1710,19.0136,50.52025086,-104.49412081,26.5,33.9,-0.06,-1.43,-1.20,33.4,5.9,-25.2,4.0,7467
42.800,57.6536,16,-1.4057,-0.0656,0.0075,-93.8352,-49.1013,588.6346,0.0086,0.1760,18.6876,50.52024976,-104.49413226,26.5,33.9,-0.06,-1.49,-1.12,31.9,3.8,-25.9,4.0,7451
42.850,57.6814,16,-1.4167,-0.0431,0.0317,-96.1453,-49.6913,588.6393,0.0086,0.1820,18.4746,50.52024855,-104.49414362,26.5,33.8,-0.06,-1.53,-1.05,31.3,1.7,-25.4,4.0,7425
42.900,57.1961,16,-1.3852,-0.0008,0.0461,-98.5771,-48.7509,588.6502,0.0087,0.1920,18.6726,50.52024688,-104.49415465,26.5,33.8,-0.06,-1.57,-0.98,29.7,-0.2,-24.4,4.0,7346
42.950,56.9020,16,-1.3639,0.0459,0.0560,-101.0922,-48.1440,588.6566,0.0087,0.1980,18.8107,50.52024501,-104.49416569,26.5,33.7,-0.06,-1.59,-0.91,22.9,-1.6,-24.6,4.0,7374
43.000,57.3724,16,-1.3834,0.1107,0.0476,-103.9407,-48.8714,588.6450,0.0087,0.1880,18.6839,50.52024238,-104.49417676,26.5,33.6,-0.06,-1.62,-0.84,5.3,-2.5,-27.9,4.0,7306
43.050,57.8629,16,-1.4070,0.1765,0.0478,-106.7253,-49.7028,588.6372,0.0087,0.1780,18.5285,50.52023964,-104.49418782,26.5,33.5,-0.04,-1.61,-0.82,-14.6,-2.6,-32.3,4.0,7382
43.100,58.4338,16,-1.4468,0.2470,0.0825,-109.2542,-50.9502,588.6448,0.0087,0.1680,18.2532,50.52023645,-104.49419881,26.5,33.5,-0.01,-1.59,-0.83,-34.2,-2.3,-36.5,4.0,7392
43.150,58.9491,16,-1.4682,0.3084,0.1076,-111.7762,-51.5100,588.6506,0.0087,0.1590,18.2140,50.52023316,-104.49420973,26.5,33.4,0.03,-1.54,-0.87,-48.6,-1.7,-39.1,4.0,7424
43.200,59.2418,16,-1.4157,0.3342,0.0940,-114.2704,-49.3189,588.6488,0.0086,0.1540,19.1177,50.52022950,-104.49422031,26.5,33.5,0.06,-1.48,-0.93,-56.5,-0.9,-39.9,4.0,7466
43.250,59.5995,16,-1.3544,0.3535,0.0837,-116.5770,-46.8211,588.6475,0.0086,0.1500,20.2591,50.52022577,-104.49423087,26.5,33.5,0.09,-1.42,-1.00,-57.5,0.1,-39.0,4.0,7393
43.300,60.2168,16,-1.2574,0.3469,0.0862,-118.1331,-43.0967,588.6479,0.0086,0.1500,22.2379,50.52022174,-104.49424133,26.5,33.5,0.11,-1.36,-1.08,-54.4,1.1,-37.4,4.0,7647
43.350,60.7866,16,-1.1523,0.3402,0.0890,-119.7083,-39.1270,588.6491,0.0086,0.1500,24.7258,50.52021764,-104.49425172,26.5,33.5,0.13,-1.29,-1.15,-48.2,1.7,-35.2,4.0,7564
43.400,61.1660,16,-1.0147,0.3331,0.0927,-121.3597,-34.1767,588.6533,0.0086,0.1500,28.4840,50.52021328,-104.49426185,26.5,33.5,0.14,-1.22,-1.20,-37.7,2.1,-31.9,4.0,7509
43.450,61.5669,16,-0.8736,0.3194,0.0927,-122.9957,-29.1436,588.6553,0.0086,0.1500,33.6220,50.52020883,-104.49427193,26.5,33.4,0.15,-1.16,-1.23,-23.7,2.2,-27.6,4.0,7499
43.500,62.0535,16,-0.7182,0.2796,0.0784,-124.5700,-23.7799,588.6486,0.0086,0.1500,41.5313,50.52020403,-104.49428180,26.4,33.3,0.16,-1.10,-1.24,-10.0,2.1,-22.8,4.0,7490
43.550,62.5393,16,-0.5540,0.2518,0.0719,-125.7679,-18.1703,588.6445,0.0086,0.1500,54.7787,50.52019927,-104.49429174,26.4,33.3,0.18,-1.05,-1.23,0.1,1.8,-18.3,4.0,7548
43.600,63.0222,16,-0.3543,0.2721,0.0967,-125.4604,-11.5769,588.6510,0.0086,0.1500,86.6409,50.52019467,-104.49430194,26.4,33.3,0.19,-0.99,-1.22,6.6,1.4,-13.9,4.0,7609
43.650,63.5314,16,-0.1547,0.2877,0.1144,-125.1960,-5.0207,588.6570,0.0086,0.1500,201.3936,50.52019005,-104.49431217,26.4,33.4,0.20,-0.90,-1.20,10.7,1.1,-9.3,4.0,7676
43.700,64.1458,16,0.0450,0.2851,0.1033,-125.1042,1.3865,588.6613,0.0086,0.1500,736.3243,50.52018534,-104.49432255,26.4,33.5,0.20,-0.77,-1.18,13.4,0.8,-4.4,4.0,7696
43.750,64.7373,16,0.2388,0.2816,0.0902,-124.7975,7.5709,588.6638,0.0086,0.1510,136.0898,50.52018069,-104.49433303,26.4,33.7,0.19,-0.63,-1.17,14.9,0.6,0.6,4.0,7844
43.800,65.2370,16,0.4092,0.2748,0.0683,-123.6316,12.8643,588.6589,0.0086,0.1560,80.7100,50.52017629,-104.49434390,26.4,33.9,0.18,-0.42,-1.15,16.3,0.4,6.4,4.0,7816
43.850,65.7053,16,0.5773,0.2699,0.0488,-122.4466,18.0585,588.6535,0.0086,0.1610,57.9079,50.52017197,-104.49435484,26.4,34.2,0.16,-0.23,-1.14,19.2,0.2,11.8,4.0,7952
43.900,66.0481,16,0.7362,0.2727,0.0393,-121.1851,22.8562,588.6458,0.0086,0.1660,45.9914,50.52016795,-104.49436605,26.4,34.4,0.14,-0.05,-1.13,25.5,0.1,18.0,4.0,8004
43.950,66.3763,16,0.8750,0.2735,0.0329,-119.9623,27.0127,588.6408,0.0086,0.1700,39.1079,50.52016398,-104.49437734,26.4,34.5,0.12,0.12,-1.13,33.6,0.3,24.5,4.0,8055
44.000,66.6463,16,0.9331,0.2665,0.0392,-118.8940,28.6052,588.6471,0.0086,0.1700,37.0809,50.52016016,-104.49438895,26.4,34.5,0.10,0.25,-1.14,40.1,0.8,30.0,4.0,8132
44.050,66.9936,16,0.9813,0.2546,0.0387,-117.6458,29.8963,588.6488,0.0086,0.1690,35.6644,50.52015645,-104.49440069,26.4,34.4,0.09,0.36,-1.15,41.0,1.5,33.0,4.0,8105
44.100,67.6506,16,0.9903,0.2234,0.0109,-115.6772,29.9818,588.6322,0.0086,0.1640,35.9116,50.52015317,-104.49441295,26.4,34.3,0.09,0.46,-1.16,34.7,2.4,32.8,4.0,8187
44.150,68.1418,16,1.0102,0.1925,-0.0075,-113.8043,30.4049,588.6218,0.0086,0.1600,35.6689,50.52014999,-104.49442523,26.4,34.3,0.10,0.56,-1.16,24.5,3.0,30.9,4.0,8206
44.200,67.9696,16,1.0741,0.1622,0.0119,-112.3138,32.1787,588.6362,0.0086,0.1600,33.6175,50.52014722,-104.49443758,26.4,34.4,0.10,0.67,-1.16,14.6,3.5,28.9,4.0,8349
44.250,67.9799,16,1.1220,0.1314,0.0217,-110.7992,33.4851,588.6439,0.0086,0.1590,32.3109,50.52014450,-104.49445005,26.4,34.5,0.08,0.76,-1.17,6.3,4.3,27.4,4.0,8246
44.300,68.7202,16,1.1061,0.0984,-0.0067,-109.1881,32.9216,588.6253,0.0086,0.1540,33.2219,50.52014202,-104.49446301,26.4,34.5,0.06,0.83,-1.18,-1.1,5.1,26.2,4.0,8690
44.350,69.0874,16,1.0979,0.0685,-0.0317,-107.5550,32.5993,588.6099,0.0086,0.1490,33.7296,50.52013970,-104.49447588,26.4,34.6,0.06,0.88,-1.17,-7.7,5.0,24.7,4.0,9438
44.400,67.9621,16,1.1208,0.0508,-0.0430,-105.8340,33.2415,588.6074,0.0086,0.1440,32.5391,50.52013803,-104.49448839,26.4,34.5,0.06,0.92,-1.13,-13.2,3.5,22.6,4.0,8784
44.450,67.2151,16,1.1398,0.0346,-0.0483,-104.0992,33.7778,588.6072,0.0086,0.1400,31.6705,50.52013642,-104.49450105,26.4,34.4,0.05,0.94,-1.08,-14.0,2.3,21.6,4.0,8319
44.500,67.9817,16,1.1437,0.0244,-0.0302,-102.3088,33.8902,588.6166,0.0086,0.1400,31.9255,50.52013505,-104.49451429,26.4,34.4,0.03,0.96,-1.05,-12.0,1.6,21.9,4.0,8506
44.550,68.5569,16,1.1418,0.0185,-0.0197,-100.6268,33.8352,588.6225,0.0086,0.1400,32.2480,50.52013374,-104.49452750,26.4,34.3,0.01,0.99,-1.03,-9.7,1.0,22.0,4.0,8749
44.600,68.3667,16,1.1168,0.0297,-0.0398,-99.3784,33.1103,588.6148,0.0086,0.1400,32.8625,50.52013269,-104.49454059,26.4,34.3,0.01,1.02,-1.01,-8.4,0.6,21.3,4.0,8580
44.650,68.2728,16,1.0925,0.0507,-0.0562,-97.9877,32.3975,588.6091,0.0086,0.1390,33.5394,50.52013178,-104.49455374,26.4,34.3,0.01,1.04,-0.99,-7.9,0.1,19.9,4.0,8308
44.700,68.5641,16,1.0703,0.1108,-0.0573,-96.0283,31.7327,588.6117,0.0086,0.1340,34.3882,50.52013140,-104.49456716,26.4,34.2,0.03,1.06,-0.97,-6.5,-0.2,18.9,4.0,8198
44.750,68.8709,16,1.0336,0.1602,-0.0621,-94.1708,30.6240,588.6116,0.0086,0.1300,35.7927,50.52013109,-104.49458060,26.4,34.1,0.04,1.08,-0.96,-2.8,-0.5,18.8,4.0,8179
44.800,69.2401,16,0.9393,0.1663,-0.0821,-92.7208,27.7396,588.6010,0.0086,0.1300,39.7262,50.52013106,-104.49459416,26.4,34.0,0.06,1.11,-0.96,2.8,-0.8,19.1,3.9,8189
44.850,69.5479,16,0.8420,0.1781,-0.0988,-91.4384,24.7759,588.5900,0.0086,0.1300,44.6760,50.52013105,-104.49460773,26.4,34.0,0.08,1.11,-0.96,8.9,-1.1,19.1,3.9,8200
44.900,69.6101,16,0.7331,0.2121,-0.1026,-90.8267,21.4948,588.5772,0.0086,0.1300,51.5416,50.52013112,-104.49462133,26.4,33.9,0.09,1.08,-0.96,13.4,-1.3,18.2,3.9,8232
44.950,69.7640,16,0.6345,0.2270,-0.1028,-90.2025,18.5167,588.5684,0.0086,0.1290,59.9636,50.52013123,-104.49463498,26.4,34.0,0.10,1.01,-0.97,15.6,-1.2,16.4,3.9,8280
45.000,70.2847,16,0.5771,0.1658,-0.0883,-89.5284,16.7506,588.5757,0.0086,0.1240,66.7807,50.52013151,-104.49464889,26.4,34.1,0.10,0.92,-0.99,16.3,-0.9,14.1,3.9,8338
45.050,70.7390,16,0.5173,0.1260,-0.0787,-88.8958,14.9292,588.5789,0.0086,0.1210,75.4122,50.52013180,-104.49466279,26.4,34.2,0.11,0.80,-1.01,16.7,-0.7,12.3,3.9,8395
45.100,70.9279,16,0.4477,0.1720,-0.0888,-88.4295,12.8869,588.5654,0.0086,0.1260,87.5968,50.52013216,-104.49467669,26.4,34.4,0.11,0.68,-1.03,16.6,-0.5,11.0,3.9,8392
45.150,71.1395,16,0.3856,0.2023,-0.0973,-87.8988,11.0617,588.5549,0.0086,0.1300,102.3553,50.52013258,-104.49469061,26.4,34.6,0.11,0.55,-1.04,15.3,-0.3,10.2,3.9,8482
45.200,71.4417,16,0.3539,0.1696,-0.0999,-87.1104,10.1046,588.5562,0.0086,0.1300,112.5257,50.52013328,-104.49470459,26.4,34.7,0.11,0.46,-1.04,12.7,-0.1,9.7,3.9,8497
45.250,71.7574,16,0.3368,0.1478,-0.0990,-86.3522,9.5622,588.5574,0.0086,0.1300,119.4338,50.52013400,-104.49471860,26.4,34.9,0.11,0.40,-1.05,9.8,0.2,9.3,4.0,8513
45.300,72.1271,16,0.3775,0.1699,-0.0837,-85.7145,10.6785,588.5587,0.0086,0.1300,107.5000,50.52013483,-104.49473277,26.4,35.0,0.11,0.36,-1.06,7.7,0.3,8.9,4.0,8577
45.350,72.4667,16,0.4085,0.1879,-0.0751,-85.1400,11.5175,588.5574,0.0086,0.1300,100.1380,50.52013568,-104.49474695,26.4,35.0,0.10,0.35,-1.06,6.3,0.3,8.6,4.0,8577
45.400,72.6857,16,0.4007,0.1896,-0.0937,-84.8187,11.2477,588.5456,0.0086,0.1300,102.8505,50.52013659,-104.49476116,26.4,35.0,0.08,0.33,-1.06,5.5,0.2,8.4,4.0,8633
45.450,72.9389,16,0.3844,0.1878,-0.1085,-84.4521,10.7432,588.5366,0.0086,0.1300,108.0551,50.52013753,-104.49477540,26.4,35.0,0.06,0.32,-1.05,4.3,0.0,8.1,4.0,8639
45.500,73.3286,16,0.3341,0.1714,-0.1086,-83.9044,9.3003,588.5388,0.0086,0.1300,125.4858,50.52013864,-104.49478972,26.4,35.0,0.04,0.32,-1.05,2.9,-0.1,7.7,4.0,8698
45.550,73.6989,16,0.2871,0.1606,-0.1036,-83.4246,7.9525,588.5418,0.0086,0.1300,147.4955,50.52013975,-104.49480406,26.4,34.9,0.02,0.31,-1.06,1.6,-0.1,7.1,4.0,8704
45.600,73.9916,16,0.2530,0.1720,-0.0785,-83.2166,6.9846,588.5486,0.0086,0.1300,168.6009,50.52014088,-104.49481845,26.4,34.8,0.01,0.29,-1.06,0.5,0.1,6.4,4.0,8750
45.650,74.2576,16,0.2183,0.1779,-0.0616,-83.0141,6.0008,588.5522,0.0086,0.1300,196.9472,50.52014201,-104.49483286,26.5,34.7,0.01,0.27,-1.07,-0.5,0.2,5.8,4.0,8776
45.700,74.4162,16,0.1808,0.1625,-0.0780,-82.8334,4.9533,588.5428,0.0086,0.1300,239.1095,50.52014318,-104.49484738,26.5,34.6,0.01,0.25,-1.07,-1.0,0.3,5.2,4.0,8822
45.750,74.6264,16,0.1496,0.1504,-0.0932,-82.6247,4.0781,588.5341,0.0086,0.1300,291.2447,50.52014437,-104.49486191,26.5,34.4,0.02,0.21,-1.06,-1.6,0.4,4.7,4.0,8854
45.800,75.0423,16,0.1433,0.1521,-0.1038,-82.3043,3.8924,588.5279,0.0087,0.1300,306.8384,50.52014571,-104.49487654,26.5,34.3,0.03,0.18,-1.06,-2.2,0.3,4.1,4.0,9000
45.850,75.4101,16,0.1350,0.1533,-0.1142,-82.0320,3.6524,588.5219,0.0087,0.1300,328.6051,50.52014705,-104.49489119,26.5,34.2,0.05,0.15,-1.04,-2.6,-0.1,3.5,4.0,8966
45.900,75.5846,16,0.1184,0.1529,-0.1238,-81.9518,3.1950,588.5164,0.0087,0.1300,376.5201,50.52014838,-104.49490589,26.5,34.2,0.05,0.13,-1.02,-2.8,-0.4,3.0,4.0,8934
45.950,75.7777,16,0.1008,0.1513,-0.1311,-81.8808,2.7088,588.5123,0.0087,0.1300,445.2335,50.52014973,-104.49492062,26.5,34.1,0.05,0.11,-1.01,-2.5,-0.5,2.4,4.0,8999
46.000,76.0450,16,0.0786,0.1454,-0.1297,-81.8462,2.1075,588.5131,0.0087,0.1300,574.2684,50.52015113,-104.49493548,26.5,34.2,0.04,0.11,-1.01,-2.1,-0.2,2.0,4.0,8982
46.050,76.3263,16,0.0619,0.1426,-0.1289,-81.7909,1.6508,588.5127,0.0087,0.1300,735.8656,50.52015254,-104.49495035,26.5,34.3,0.04,0.10,-1.02,-1.7,0.1,1.6,4.0,9021
46.100,76.6635,16,0.0667,0.1518,-0.1313,-81.6531,1.7721,588.5073,0.0087,0.1300,688.5308,50.52015394,-104.49496529,26.5,34.5,0.04,0.09,-1.03,-1.4,0.2,1.3,4.0,9092
46.150,76.9609,16,0.0684,0.1584,-0.1326,-81.5337,1.8125,588.5028,0.0087,0.1300,675.8039,50.52015535,-104.49498023,26.5,34.9,0.04,0.09,-1.03,-1.3,0.1,0.9,4.0,9139
46.200,77.0985,16,0.0579,0.1538,-0.1298,-81.4883,1.5292,588.5013,0.0087,0.1300,802.4197,50.52015678,-104.49499517,26.5,35.5,0.04,0.08,-1.04,-1.2,0.2,0.7,4.0,9118
46.250,77.2880,16,0.0496,0.1493,-0.1271,-81.4401,1.3038,588.4991,0.0087,0.1300,943.4536,50.52015821,-104.49501016,26.5,35.9,0.03,0.08,-1.05,-1.1,0.2,0.5,4.0,9157
46.300,77.6852,16,0.0500,0.1449,-0.1250,-81.3806,1.3099,588.4939,0.0087,0.1300,943.9113,50.52015969,-104.49502534,26.5,36.2,0.02,0.07,-1.06,-0.8,0.3,0.5,4.0,9174
