Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
55.300,50.3158,16,1.3074,0.1444,-0.4556,-18.8610,52.8506,587.6550,0.0086,0.1400,15.1522,50.51969868,-104.49663859,26.5,37.8,0.21,1.03,-1.33,9.3,9.0,38.0,4.0,6284
55.350,50.4581,16,1.2853,0.1340,-0.4117,-16.1660,51.7794,587.6646,0.0086,0.1410,15.5094,50.51970489,-104.49664114,26.5,37.9,0.21,1.04,-1.33,11.5,8.3,38.4,4.0,6296
55.400,50.7466,16,1.2731,0.1387,-0.3729,-13.8719,51.1557,587.6703,0.0086,0.1460,15.7882,50.51971127,-104.49664305,26.5,38.0,0.19,1.05,-1.31,15.3,7.6,39.1,4.0,6354
55.450,50.9803,16,1.2595,0.1391,-0.3310,-11.5676,50.4672,587.6783,0.0086,0.1490,16.0773,50.51971764,-104.49664481,26.5,38.1,0.16,1.05,-1.30,20.4,6.7,40.0,4.0,6355
55.500,50.9954,16,1.2396,0.1221,-0.2770,-9.2223,49.5195,587.6961,0.0086,0.1440,16.3899,50.51972402,-104.49664596,26.5,38.2,0.16,1.03,-1.30,23.4,6.2,40.3,4.0,6422
55.550,51.0569,16,1.2254,0.1129,-0.2319,-6.7899,48.8126,587.7101,0.0086,0.1410,16.6473,50.51973041,-104.49664692,26.5,38.2,0.17,1.02,-1.32,24.1,5.9,40.2,4.0,6379
55.600,51.3043,16,1.2343,0.1351,-0.2228,-4.0085,49.0694,587.7090,0.0086,0.1460,16.6404,50.51973686,-104.49664712,26.5,38.2,0.17,1.00,-1.33,22.7,5.9,39.5,4.0,6395
55.650,51.5095,16,1.2361,0.1542,-0.2042,-1.3484,49.0345,587.7124,0.0086,0.1510,16.7188,50.51974331,-104.49664717,26.5,38.1,0.18,0.98,-1.33,19.6,6.0,38.4,4.0,6435
55.700,51.5456,16,1.2100,0.1604,-0.1472,0.8264,47.8328,587.7342,0.0086,0.1560,17.1508,50.51974979,-104.49664660,26.5,38.1,0.20,0.96,-1.33,14.9,5.9,36.6,4.0,6397
55.750,51.6582,16,1.1771,0.1706,-0.0966,3.0468,46.3632,587.7531,0.0086,0.1600,17.7332,50.51975627,-104.49664586,26.5,38.0,0.22,0.95,-1.33,9.2,5.8,34.2,4.0,6418
55.800,52.0767,16,1.1169,0.1964,-0.0715,5.4496,43.8215,587.7607,0.0086,0.1600,18.9137,50.51976276,-104.49664445,26.5,38.0,0.23,0.96,-1.31,3.7,5.5,31.6,4.0,6417
55.850,52.4922,16,1.0539,0.2216,-0.0392,7.6706,41.1580,587.7703,0.0086,0.1600,20.2983,50.51976927,-104.49664291,26.5,38.0,0.24,0.96,-1.27,-0.2,5.1,29.2,4.0,6450
55.900,52.8953,16,0.9789,0.2445,0.0223,9.1643,38.0070,587.7885,0.0085,0.1600,22.1500,50.51977586,-104.49664086,26.5,38.0,0.25,0.97,-1.24,-1.6,4.4,27.2,4.0,6480
55.950,53.3217,16,0.8995,0.2649,0.0752,10.6212,34.6953,587.8051,0.0085,0.1610,24.4598,50.51978246,-104.49663872,26.5,38.0,0.25,0.95,-1.22,-1.3,3.8,25.4,4.0,6501
56.000,53.8418,16,0.8028,0.2753,0.0940,11.9311,30.7407,587.8153,0.0085,0.1660,27.8757,50.51978914,-104.49663627,26.5,38.1,0.24,0.92,-1.20,0.0,3.2,23.7,4.0,6542
56.050,54.3354,16,0.7159,0.2823,0.1176,13.2002,27.1710,587.8281,0.0085,0.1700,31.8272,50.51979581,-104.49663373,26.5,38.1,0.23,0.87,-1.18,1.9,2.6,22.1,4.0,6620
56.100,54.7232,16,0.6680,0.2761,0.1601,14.3059,25.1411,587.8505,0.0085,0.1700,34.6423,50.51980249,-104.49663082,26.5,38.2,0.21,0.80,-1.17,4.3,2.1,20.8,4.0,6674
56.150,55.1254,16,0.6330,0.2715,0.2055,15.4576,23.5987,587.8737,0.0085,0.1700,37.1778,50.51980917,-104.49662780,26.5,38.3,0.20,0.72,-1.16,6.6,1.6,19.9,4.0,6727
56.200,55.5851,16,0.6494,0.2734,0.2622,16.7932,24.0061,587.8998,0.0085,0.1700,36.8517,50.51981581,-104.49662436,26.5,38.4,0.19,0.64,-1.16,8.8,1.4,19.4,4.0,6758
56.250,56.0551,16,0.6731,0.2706,0.3116,18.1408,24.6738,587.9238,0.0085,0.1700,36.1576,50.51982246,-104.49662079,26.5,38.4,0.19,0.58,-1.16,10.8,1.5,19.5,4.0,6831
56.300,56.5662,16,0.7259,0.2486,0.3321,19.5366,26.3830,587.9388,0.0085,0.1700,34.1234,50.51982915,-104.49661674,26.5,38.4,0.20,0.54,-1.17,13.2,1.6,20.3,4.0,6928
56.350,57.0251,16,0.7847,0.2336,0.3515,20.9666,28.3023,587.9534,0.0085,0.1710,32.0674,50.51983582,-104.49661254,26.5,38.4,0.21,0.52,-1.17,16.2,1.6,21.7,4.0,7010
56.400,57.2754,16,0.8671,0.2466,0.3669,22.5339,31.0620,587.9659,0.0085,0.1760,29.3467,50.51984240,-104.49660780,26.5,38.3,0.23,0.51,-1.18,18.8,1.5,23.3,4.0,7041
56.450,57.5646,16,0.9411,0.2566,0.3869,24.1979,33.5045,587.9806,0.0085,0.1800,27.3447,50.51984896,-104.49660290,26.5,38.4,0.23,0.52,-1.18,20.5,1.5,25.0,4.0,7111
56.500,58.0093,16,0.9811,0.2548,0.4253,26.2494,34.6785,588.0037,0.0085,0.1800,26.6230,50.51985542,-104.49659737,26.5,38.4,0.24,0.54,-1.20,20.7,1.7,26.4,4.0,7143
56.550,58.4491,16,1.0186,0.2535,0.4583,28.2533,35.7582,588.0259,0.0085,0.1800,26.0149,50.51986185,-104.49659169,26.5,38.4,0.23,0.59,-1.21,19.6,2.0,27.4,4.0,7145
56.600,58.8698,16,1.0457,0.2544,0.4700,30.0667,36.4607,588.0447,0.0085,0.1800,25.6973,50.51986815,-104.49658539,26.5,38.5,0.22,0.64,-1.23,17.4,2.5,27.8,4.0,7186
56.650,59.2762,16,1.0658,0.2530,0.4858,31.8163,36.9191,588.0629,0.0085,0.1800,25.5534,50.51987441,-104.49657899,26.5,38.6,0.22,0.70,-1.24,15.3,2.9,28.0,4.0,7265
56.700,59.6251,16,1.0577,0.2428,0.5179,33.3108,36.4012,588.0777,0.0085,0.1800,26.0696,50.51988054,-104.49657221,26.5,38.6,0.22,0.75,-1.24,13.7,3.1,28.0,4.0,7255
56.750,59.9659,16,1.0436,0.2339,0.5450,34.8806,35.6809,588.0925,0.0085,0.1790,26.7479,50.51988661,-104.49656530,26.4,38.7,0.23,0.78,-1.24,12.0,3.2,27.8,4.0,7229
56.800,60.2739,16,1.0047,0.2297,0.5517,36.7515,34.1509,588.1071,0.0085,0.1740,28.0897,50.51989246,-104.49655784,26.4,38.7,0.25,0.82,-1.23,9.3,3.1,27.1,4.0,7297
56.850,60.5623,16,0.9580,0.2225,0.5548,38.5432,32.3664,588.1198,0.0085,0.1700,29.7803,50.51989828,-104.49655027,26.4,38.7,0.26,0.84,-1.22,6.4,2.9,25.9,4.0,7232
56.900,60.7727,16,0.8799,0.2031,0.5435,40.0181,29.5639,588.1249,0.0085,0.1700,32.7165,50.51990395,-104.49654220,26.4,38.6,0.26,0.85,-1.21,2.7,2.6,23.9,4.0,7249
56.950,61.0066,16,0.7995,0.1779,0.5350,41.3787,26.7005,588.1300,0.0085,0.1700,36.3645,50.51990960,-104.49653409,26.4,38.5,0.26,0.85,-1.19,-0.4,2.2,21.6,4.0,7274
57.000,61.3352,16,0.7096,0.1294,0.5378,42.2820,23.5935,588.1350,0.0085,0.1700,41.3749,50.51991520,-104.49652578,26.4,38.4,0.24,0.83,-1.16,-2.3,1.7,19.1,3.9,7260
57.050,61.5914,16,0.6194,0.0813,0.5448,43.1509,20.4921,588.1422,0.0085,0.1690,47.8358,50.51992077,-104.49651744,26.4,38.2,0.22,0.79,-1.12,-2.8,1.1,16.7,3.9,7264
57.100,61.5581,16,0.5274,0.0351,0.5681,43.8828,17.4130,588.1580,0.0085,0.1640,56.2640,50.51992618,-104.49650898,26.4,38.1,0.19,0.73,-1.08,-2.8,0.6,14.6,3.9,7198
57.150,61.4748,16,0.4295,-0.0154,0.5825,44.5272,14.1471,588.1715,0.0085,0.1600,69.1593,50.51993157,-104.49650053,26.4,38.0,0.16,0.66,-1.05,-2.6,0.4,12.5,3.9,7025
57.200,61.1919,16,0.3076,-0.0827,0.5614,44.8215,10.1337,588.1765,0.0085,0.1600,96.1048,50.51993689,-104.49649214,26.4,37.9,0.11,0.58,-1.03,-2.6,0.1,10.5,3.9,7019
57.250,60.8423,16,0.1847,-0.1497,0.5465,45.0708,6.0859,588.1801,0.0085,0.1600,159.1126,50.51994218,-104.49648376,26.4,37.9,0.06,0.50,-1.00,-3.0,-0.2,8.4,3.9,6907
57.300,60.2258,16,0.0579,-0.2155,0.5565,45.1400,1.8999,588.1782,0.0085,0.1600,504.5049,50.51994736,-104.49647549,26.4,37.9,0.00,0.41,-0.96,-4.1,-0.6,6.3,3.9,6894
57.350,59.6232,16,-0.0615,-0.2780,0.5645,45.1184,-2.0573,588.1779,0.0085,0.1600,461.2459,50.51995255,-104.49646728,26.4,38.0,-0.06,0.32,-0.93,-6.0,-0.8,4.0,3.9,6757
57.400,59.0769,16,-0.1514,-0.3274,0.5649,44.7332,-5.0999,588.1846,0.0085,0.1600,184.3639,50.51995778,-104.49645937,26.4,38.1,-0.14,0.23,-0.91,-8.4,-0.8,1.5,3.9,6715
57.450,58.4954,16,-0.2432,-0.3717,0.5661,44.2579,-8.2390,588.1924,0.0085,0.1600,112.9965,50.51996301,-104.49645153,26.4,38.1,-0.21,0.13,-0.89,-11.2,-0.8,-1.4,3.9,6650
57.500,57.7739,16,-0.3429,-0.3959,0.5706,43.4221,-11.7645,588.2047,0.0085,0.1600,78.1589,50.51996825,-104.49644404,26.4,38.2,-0.28,0.03,-0.88,-14.6,-0.5,-4.6,3.9,6550
57.550,57.0570,16,-0.4424,-0.4132,0.5787,42.5307,-15.3175,588.2161,0.0085,0.1600,59.2845,50.51997350,-104.49643666,26.4,38.2,-0.34,-0.07,-0.87,-17.9,-0.2,-8.1,3.9,6545
57.600,56.3591,16,-0.5405,-0.4034,0.6012,41.4166,-18.9809,588.2247,0.0084,0.1600,47.2573,50.51997878,-104.49642970,26.4,38.2,-0.40,-0.19,-0.87,-21.2,0.4,-12.2,3.9,6448
57.650,55.6238,16,-0.6350,-0.3953,0.6242,40.2477,-22.5503,588.2336,0.0084,0.1610,39.2581,50.51998407,-104.49642287,26.4,38.2,-0.44,-0.30,-0.87,-23.1,1.0,-15.2,3.9,6401
57.700,54.7390,16,-0.7151,-0.3942,0.6489,38.8598,-25.7441,588.2440,0.0085,0.1660,33.8407,50.51998940,-104.49641658,26.4,38.2,-0.46,-0.39,-0.87,-24.4,1.6,-17.9,3.9,6317
57.750,53.9421,15,-0.7982,-0.3931,0.6685,37.4320,-29.0823,588.2532,0.0085,0.1730,29.5202,50.51999477,-104.49641039,26.4,38.2,-0.48,-0.48,-0.87,-26.0,2.2,-20.6,3.9,6275
57.800,53.4971,15,-0.8929,-0.3917,0.6674,35.8439,-32.9983,588.2576,0.0085,0.1880,25.8023,50.52000030,-104.49640461,26.4,38.2,-0.49,-0.57,-0.88,-28.3,2.6,-23.3,3.9,6213
57.850,52.9422,15,-0.9854,-0.3908,0.6655,34.1274,-36.8763,588.2625,0.0085,0.1990,22.8494,50.52000583,-104.49639905,26.4,38.2,-0.48,-0.66,-0.90,-31.2,3.1,-26.3,3.9,6188
57.900,51.9479,15,-1.0691,-0.3923,0.6603,31.8974,-40.6024,588.2696,0.0085,0.1940,20.3628,50.52001134,-104.49639435,26.5,38.2,-0.43,-0.74,-0.92,-34.7,3.8,-29.8,3.9,6092
57.950,51.0073,15,-1.1508,-0.3923,0.6598,29.5610,-44.2958,588.2775,0.0085,0.1880,18.3269,50.52001688,-104.49638986,26.5,38.2,-0.36,-0.81,-0.96,-38.5,4.6,-33.5,3.9,6023
58.000,50.2814,15,-1.2242,-0.3865,0.6779,26.7989,-47.8589,588.2889,0.0085,0.1780,16.7211,50.52002255,-104.49638623,26.5,38.1,-0.29,-0.86,-1.01,-42.3,5.5,-37.5,3.9,5927
58.050,49.5667,15,-1.2933,-0.3835,0.6909,23.9842,-51.2937,588.2986,0.0085,0.1690,15.3796,50.52002824,-104.49638279,26.5,37.9,-0.25,-0.88,-1.06,-45.3,6.6,-41.1,3.9,5866
58.100,48.8964,15,-1.3454,-0.3919,0.6838,20.9592,-54.2156,588.3018,0.0085,0.1640,14.3540,50.52003401,-104.49638014,26.5,37.8,-0.24,-0.89,-1.13,-46.9,7.9,-44.3,3.9,5723
58.150,48.1789,15,-1.3904,-0.3980,0.6857,18.0186,-56.8895,588.3068,0.0085,0.1600,13.4786,50.52003973,-104.49637765,26.5,38.0,-0.22,-0.89,-1.21,-46.8,9.4,-46.7,3.9,5623
58.200,47.2728,15,-1.4072,-0.3948,0.7235,15.4156,-58.5716,588.3188,0.0085,0.1600,12.8453,50.52004533,-104.49637581,26.5,38.3,-0.21,-0.90,-1.30,-44.9,10.9,-48.2,3.9,5590
58.250,46.3416,15,-1.4209,-0.3879,0.7622,12.6810,-60.1435,588.3313,0.0085,0.1600,12.2632,50.52005089,-104.49637420,26.5,38.6,-0.20,-0.94,-1.37,-40.4,12.4,-48.4,3.9,5468
58.300,45.3104,15,-1.4223,-0.3660,0.8044,9.4196,-61.2747,588.3461,0.0085,0.1600,11.7689,50.52005631,-104.49637353,26.5,39.0,-0.20,-0.99,-1.42,-34.3,13.7,-47.6,3.9,5400
58.350,44.3655,15,-1.4165,-0.3365,0.8391,6.2309,-62.0696,588.3589,0.0085,0.1630,11.3759,50.52006173,-104.49637302,26.5,39.2,-0.20,-1.06,-1.43,-28.8,14.8,-46.6,3.9,5361
58.400,43.7655,15,-1.3813,-0.2765,0.8435,3.3327,-61.5197,588.3647,0.0085,0.1780,11.3224,50.52006711,-104.49637308,26.5,39.3,-0.21,-1.13,-1.41,-25.0,15.4,-45.8,3.9,5421
58.450,43.3007,15,-1.3529,-0.2175,0.8376,0.3795,-61.2164,588.3674,0.0085,0.1900,11.2576,50.52007251,-104.49637336,26.5,39.3,-0.20,-1.18,-1.37,-24.8,15.5,-45.8,3.9,5486
58.500,43.3767,15,-1.3516,-0.1626,0.7899,-2.7938,-61.8994,588.3581,0.0085,0.1900,11.1530,50.52007798,-104.49637444,26.5,39.3,-0.19,-1.21,-1.35,-26.4,15.5,-46.3,3.9,5555
58.550,43.4415,15,-1.3511,-0.1023,0.7514,-6.0069,-62.5713,588.3497,0.0085,0.1890,11.0497,50.52008342,-104.49637573,26.5,39.2,-0.15,-1.23,-1.34,-28.5,15.6,-47.1,3.9,5500
58.600,43.4621,15,-1.3540,-0.0206,0.7495,-9.3793,-63.1987,588.3454,0.0085,0.1840,10.9452,50.52008869,-104.49637791,26.5,39.1,-0.11,-1.22,-1.34,-30.5,16.0,-48.1,3.9,5560
58.650,43.4552,15,-1.3556,0.0554,0.7383,-12.5925,-63.6855,588.3408,0.0085,0.1810,10.8598,50.52009393,-104.49638020,26.5,39.0,-0.06,-1.20,-1.36,-31.3,16.4,-48.9,3.9,5615
58.700,43.3390,15,-1.3523,0.1087,0.6899,-15.1688,-63.6104,588.3352,0.0085,0.1860,10.8435,50.52009901,-104.49638297,26.5,38.9,-0.01,-1.17,-1.39,-28.4,16.6,-48.5,3.9,5545
58.750,43.2759,16,-1.3480,0.1523,0.6464,-18.0209,-63.4283,588.3303,0.0085,0.1900,10.8588,50.52010404,-104.49638599,26.5,38.9,0.04,-1.14,-1.40,-21.1,16.5,-46.7,3.9,5504
58.800,43.4255,16,-1.3392,0.1572,0.6224,-21.9765,-62.8181,588.3281,0.0085,0.1900,11.0022,50.52010887,-104.49639006,26.5,38.9,0.09,-1.13,-1.40,-10.5,15.9,-43.7,3.9,5497
58.850,43.6039,16,-1.3359,0.1620,0.6044,-25.7302,-62.4564,588.3267,0.0085,0.1890,11.1114,50.52011367,-104.49639426,26.5,38.9,0.12,-1.14,-1.37,0.3,14.6,-40.4,3.9,5491
58.900,43.8975,16,-1.3543,0.1666,0.6103,-28.6760,-63.0891,588.3279,0.0085,0.1840,11.0740,50.52011832,-104.49639899,26.5,38.9,0.14,-1.16,-1.32,6.7,12.7,-38.0,3.9,5524
58.950,44.1136,16,-1.3651,0.1686,0.6189,-31.5867,-63.3696,588.3308,0.0085,0.1780,11.0793,50.52012290,-104.49640385,26.5,38.9,0.15,-1.19,-1.24,6.1,10.5,-37.3,3.9,5507
59.000,44.0198,16,-1.3460,0.1601,0.6380,-34.3574,-62.2410,588.3408,0.0085,0.1680,11.2562,50.52012717,-104.49640924,26.5,38.9,0.14,-1.21,-1.18,-1.6,8.5,-38.7,3.9,5579
59.050,44.0657,16,-1.3243,0.1561,0.6535,-37.1559,-61.0084,588.3487,0.0085,0.1590,11.4956,50.52013140,-104.49641480,26.5,38.8,0.13,-1.22,-1.14,-12.2,7.3,-41.0,3.9,5415
59.100,44.6701,16,-1.2928,0.1707,0.6544,-40.0651,-59.3594,588.3489,0.0085,0.1540,11.9770,50.52013542,-104.49642101,26.5,38.8,0.13,-1.22,-1.12,-22.5,6.8,-42.9,3.9,5590
59.150,45.1423,16,-1.2597,0.1838,0.6451,-42.9979,-57.6246,588.3467,0.0085,0.1490,12.4680,50.52013934,-104.49642735,26.5,38.8,0.15,-1.20,-1.13,-29.9,6.6,-43.8,3.9,5561
59.200,45.0855,16,-1.2200,0.1915,0.5953,-46.0242,-55.5468,588.3355,0.0085,0.1440,12.9181,50.52014278,-104.49643421,26.5,38.8,0.18,-1.19,-1.16,-32.5,6.8,-42.8,3.9,5532
59.250,45.0681,16,-1.1742,0.1972,0.5503,-48.9208,-53.1946,588.3243,0.0085,0.1390,13.4841,50.52014617,-104.49644116,26.5,38.8,0.20,-1.17,-1.19,-31.0,7.1,-40.9,3.9,5642
59.300,45.2084,16,-1.1041,0.1945,0.5245,-51.2981,-49.7451,588.3133,0.0085,0.1340,14.4640,50.52014933,-104.49644851,26.5,38.8,0.20,-1.16,-1.23,-27.1,7.4,-38.5,3.9,5591
59.350,45.4402,16,-1.0395,0.2021,0.5007,-53.5937,-46.5527,588.3054,0.0085,0.1290,15.5351,50.52015245,-104.49645596,26.5,38.8,0.19,-1.14,-1.27,-21.0,7.8,-35.4,3.9,5577
59.400,46.0377,16,-0.9969,0.2510,0.4853,-55.5625,-44.3884,588.3099,0.0085,0.1240,16.5068,50.52015544,-104.49646380,26.5,38.8,0.15,-1.12,-1.29,-14.6,8.1,-32.1,3.9,5620
59.450,46.6319,16,-0.9473,0.2888,0.4724,-57.4423,-41.9011,588.3125,0.0085,0.1200,17.7124,50.52015840,-104.49647174,26.5,38.9,0.11,-1.08,-1.30,-9.4,8.2,-28.9,3.9,5653
59.500,47.2132,16,-0.8699,0.2826,0.4699,-58.9664,-38.1217,588.3072,0.0085,0.1200,19.7111,50.52016121,-104.49648006,26.5,38.9,0.07,-1.02,-1.30,-6.3,8.1,-26.3,3.9,5730
59.550,47.7508,16,-0.8029,0.2714,0.4643,-60.5265,-34.8190,588.3038,0.0085,0.1200,21.8266,50.52016397,-104.49648846,26.5,39.0,0.04,-0.94,-1.27,-5.9,7.7,-24.5,3.9,5808
59.600,48.1136,16,-0.7780,0.2401,0.4464,-62.2308,-33.4224,588.3079,0.0085,0.1200,22.9113,50.52016647,-104.49649717,26.5,39.0,0.03,-0.86,-1.25,-7.7,7.2,-23.6,3.9,5880
59.650,48.4549,16,-0.7654,0.2142,0.4260,-63.9445,-32.5703,588.3099,0.0085,0.1200,23.6775,50.52016890,-104.49650594,26.5,39.1,0.05,-0.80,-1.25,-11.1,6.7,-23.8,3.9,5967
59.700,48.7103,16,-0.8024,0.2099,0.3955,-65.6956,-33.8962,588.3041,0.0085,0.1200,22.8713,50.52017109,-104.49651494,26.5,39.2,0.05,-0.74,-1.25,-15.3,6.2,-24.8,3.9,6069
59.750,48.8967,16,-0.8543,0.1981,0.3712,-67.5430,-35.8348,588.2982,0.0085,0.1200,21.7167,50.52017317,-104.49652401,26.5,39.3,-0.02,-0.67,-1.20,-19.8,5.8,-26.8,3.9,6149
59.800,48.8064,16,-0.9655,0.1564,0.3710,-69.7751,-40.2244,588.2924,0.0085,0.1200,19.3111,50.52017486,-104.49653336,26.5,39.3,-0.13,-0.61,-1.10,-22.7,5.8,-29.1,3.9,6231
59.850,48.8046,16,-1.0709,0.1207,0.3726,-72.0615,-44.3906,588.2894,0.0085,0.1200,17.4980,50.52017645,-104.49654277,26.5,39.3,-0.26,-0.57,-0.97,-25.2,6.2,-32.1,3.9,6352
59.900,49.1564,16,-1.1533,0.1087,0.3807,-74.5644,-47.6638,588.2977,0.0085,0.1200,16.4139,50.52017763,-104.49655245,26.5,39.3,-0.39,-0.54,-0.83,-26.9,6.9,-35.6,3.9,6430
59.950,49.4825,16,-1.2300,0.1055,0.3893,-77.1772,-50.7167,588.3074,0.0085,0.1200,15.5282,50.52017867,-104.49656217,26.5,39.4,-0.48,-0.54,-0.74,-26.5,7.7,-38.8,3.9,6492
60.000,49.7058,16,-1.2847,0.1380,0.3997,-80.2295,-52.8892,588.3234,0.0085,0.1200,14.9575,50.52017913,-104.49657211,26.5,39.5,-0.51,-0.59,-0.72,-21.8,8.7,-40.7,3.9,6407
60.050,49.9010,16,-1.3249,0.1706,0.3997,-83.1323,-54.4412,588.3353,0.0085,0.1200,14.5882,50.52017951,-104.49658207,26.5,39.5,-0.47,-0.68,-0.75,-13.5,9.4,-41.3,3.9,6545
60.100,49.9836,16,-1.3069,0.2034,0.3581,-85.4377,-53.5113,588.3313,0.0085,0.1200,14.8663,50.52017956,-104.49659214,26.5,39.5,-0.40,-0.79,-0.80,-3.0,9.2,-40.4,3.9,6484
60.150,50.1174,16,-1.2730,0.2310,0.3239,-87.7264,-51.9129,588.3278,0.0085,0.1210,15.3650,50.52017951,-104.49660221,26.5,39.3,-0.32,-0.90,-0.85,8.8,8.2,-38.0,3.9,6363
60.200,50.4554,16,-1.1751,0.2379,0.3195,-89.9490,-47.6408,588.3268,0.0085,0.1260,16.8558,50.52017910,-104.49661228,26.5,39.0,-0.25,-1.00,-0.89,19.8,6.7,-34.5,3.9,6262
60.250,50.8350,16,-1.0627,0.2358,0.3052,-92.1629,-42.8058,588.3224,0.0085,0.1300,18.9008,50.52017856,-104.49662239,26.5,38.6,-0.21,-1.09,-0.90,28.1,4.8,-30.2,3.9,6165
60.300,51.3807,16,-0.8924,0.1973,0.2509,-94.3422,-35.7198,588.3045,0.0085,0.1300,22.8935,50.52017756,-104.49663268,26.5,38.2,-0.18,-1.16,-0.90,31.5,3.1,-25.3,3.9,6100
60.350,51.7912,16,-0.7200,0.1525,0.1957,-96.0680,-28.5979,588.2870,0.0085,0.1290,28.8232,50.52017662,-104.49664289,26.5,37.9,-0.17,-1.21,-0.90,28.2,1.6,-20.5,3.9,6052
60.400,51.6606,16,-0.5392,0.0826,0.1369,-95.9795,-21.3329,588.2713,0.0085,0.1240,38.5416,50.52017594,-104.49665284,26.5,37.9,-0.17,-1.22,-0.90,18.0,0.4,-16.6,3.9,6011
60.450,51.5177,16,-0.3604,0.0166,0.0854,-95.9393,-14.1764,588.2562,0.0085,0.1200,57.8376,50.52017526,-104.49666278,26.5,38.0,-0.18,-1.17,-0.92,4.4,-0.4,-13.8,3.9,5997
60.500,51.3253,16,-0.1896,-0.0335,0.0627,-96.0929,-7.4541,588.2435,0.0085,0.1200,109.5861,50.52017455,-104.49667271,26.5,38.5,-0.21,-1.08,-0.95,-8.1,-0.7,-11.5,3.9,5946
60.550,51.1005,16,-0.0295,-0.0851,0.0436,-96.1458,-1.1545,588.2317,0.0085,0.1200,704.4306,50.52017387,-104.49668262,26.5,39.4,-0.26,-0.90,-1.00,-17.2,-0.7,-8.5,3.9,5868
60.600,50.7460,16,0.0874,-0.1420,0.0391,-95.7960,3.4542,588.2229,0.0085,0.1200,233.8157,50.52017333,-104.49669245,26.5,40.3,-0.31,-0.72,-1.04,-18.9,-0.5,-5.6,3.9,5824
60.650,50.3740,16,0.2028,-0.1964,0.0275,-95.4176,8.0230,588.2115,0.0085,0.1200,99.9289,50.52017282,-104.49670223,26.5,41.2,-0.37,-0.51,-1.06,-16.0,-0.3,-2.3,3.9,5751
60.700,49.9316,16,0.3118,-0.2408,-0.0128,-94.9247,12.4318,588.1904,0.0085,0.1200,63.9236,50.52017241,-104.49671184,26.5,41.8,-0.43,-0.31,-1.05,-10.5,0.0,1.0,3.9,5695
60.750,49.4885,16,0.4099,-0.2762,-0.0501,-94.3525,16.4320,588.1700,0.0085,0.1200,47.9330,50.52017206,-104.49672143,26.5,42.1,-0.47,-0.14,-1.02,-4.0,0.4,4.2,3.9,5605
60.800,49.0425,16,0.4639,-0.2757,-0.0753,-93.4624,18.7974,588.1534,0.0085,0.1200,41.5236,50.52017188,-104.49673095,26.5,42.0,-0.49,0.00,-0.99,2.6,0.6,7.2,4.0,5600
60.850,48.5703,16,0.5166,-0.2706,-0.1016,-92.4154,21.1259,588.1373,0.0085,0.1210,36.5912,50.52017179,-104.49674039,26.5,41.7,-0.49,0.12,-0.96,9.1,0.7,10.4,4.0,5551
60.900,47.9937,16,0.5638,-0.2470,-0.1320,-90.7405,23.3067,588.1228,0.0085,0.1260,32.7735,50.52017202,-104.49674953,26.5,41.2,-0.47,0.21,-0.94,15.8,0.7,14.2,4.0,5552
60.950,47.4953,16,0.6294,-0.2253,-0.1600,-89.0792,26.2744,588.1077,0.0085,0.1300,28.7699,50.52017231,-104.49675867,26.5,40.7,-0.45,0.29,-0.93,23.3,0.9,18.7,4.0,5565
61.000,47.3101,16,0.7682,-0.2109,-0.1782,-87.4720,32.3894,588.0894,0.0085,0.1300,23.2472,50.52017286,-104.49676784,26.5,40.3,-0.42,0.37,-0.94,31.2,1.1,23.9,4.0,5515
61.050,47.0433,16,0.8931,-0.1965,-0.1898,-85.7334,37.9447,588.0753,0.0085,0.1310,19.7318,50.52017354,-104.49677691,26.5,40.0,-0.38,0.44,-0.95,38.8,1.4,29.3,4.0,5620
